Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources,Token1Multiplier,Token2Multiplier
4bw3Xyeso4Ai869bm7HwFxh5HtNSxp9voGYWEkaAxE2VpPCqaBKMJPR5MWPYuj3cNMDwEmLVXcqobKEA3XkjXemi,1735931931,2025-01-03T19:18:51.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,8400000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1831375504,6,1831.38,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
uevjg8XFY2nrUCuBzibaYkhe9wjReq2nYfkoMqfEUw6ghkprgm1VugnRw3zYkSFqNfETPv83nYymAwigq2DnjAg,1735931910,2025-01-03T19:18:30.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,6cSY6ZXZ2im8DR2q7opgYnU3xZKStJe8z5mzG9twpump,263047889317,6,So11111111111111111111111111111111111111112,2524308222,9,551.13,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
5jiERaaaFVzM3Pb9n3i3K1ZAFozSvqxgahfPphgurdcytvkyZ5aDQ49g1DSDsSdvzaEMigKHV4VUtx6rH7u2ftNN,1735931890,2025-01-03T19:18:10.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,7uB2k4nMA28egNmVpZRNm98Xt6QpqSMNXfrWGiHEpump,2243006937492,6,So11111111111111111111111111111111111111112,4603553132,9,1005.09,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3tAN4APZAfuzAeK9cVQ3ciDa6iYnCkp4Q1j5whxF222AiXLtxZGhwUUoXNAqjvjiJGSaSgFmKrfjhp32rEGVp6mj,1735923157,2025-01-03T16:52:37.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,2500000000,9,6cSY6ZXZ2im8DR2q7opgYnU3xZKStJe8z5mzG9twpump,263047889317,6,547.42,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
4TdqsM2bNqQm78PRnHsU61BDEtpyeNdvdz92Sj7nM7wUczXtWrbeu57zeS6FNa4sZmm3SkKzZoUaYmx9Y7qoriyD,1735916510,2025-01-03T15:01:50.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,12000000000,9,7uB2k4nMA28egNmVpZRNm98Xt6QpqSMNXfrWGiHEpump,2243006937492,6,2605.56,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3BXcSnHr4mxrfPL51xjBhjkomLac9Mr2yCzjGBXpEZhpn1RNVnXc3SwJguPuGcqNsWtphy2kTRMku9nZ9iYJPjqU,1735910904,2025-01-03T13:28:24.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,7050000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1498008087,6,1498.01,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
5rqFQZzPKPLVzGBdZWBCX2pyKGkGzYyyoEfzTnWkqTGg3gp8pqXUQ9dLT65oMEY3D8cMEFa2Qgnecb6bTCFyAnQN,1735910656,2025-01-03T13:24:16.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,ewaM2xcskjjYJsNJspz6D3SCudWSEJ8U435kLXvpump,3191388661370,6,So11111111111111111111111111111111111111112,7082934783,9,1507.39,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
2qXWJMQx5Z23dWSwgKtmwtm6xaQogLbfWv5iCfu9FEmPmH636YMNTe6JoHFTaUmHzLehcX33UwybcmMH1pqYbsTM,1735910359,2025-01-03T13:19:19.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,6zCZ17UYZmNjsfCc87pw2RpkxMEucHX1nks22KrHGhre,21495,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
2qXWJMQx5Z23dWSwgKtmwtm6xaQogLbfWv5iCfu9FEmPmH636YMNTe6JoHFTaUmHzLehcX33UwybcmMH1pqYbsTM,1735910359,2025-01-03T13:19:19.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,Cas7mdvJurYRD7gRa4pjXCYVngyuwBbmArVnxrUzX4JZ,55962,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
2qXWJMQx5Z23dWSwgKtmwtm6xaQogLbfWv5iCfu9FEmPmH636YMNTe6JoHFTaUmHzLehcX33UwybcmMH1pqYbsTM,1735910359,2025-01-03T13:19:19.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,13920000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2957054312,6,2957.05,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ,1.0,1.0
2Smha9ViFWLAcC8r37BpsEfBFkbaBHTfF7nrUrdHBRCiAtmihreneFjp3SBLbeRUKuHpZV6jBPUNBEoW6SYjg9vH,1735909075,2025-01-03T12:57:55.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,10000000000,9,ewaM2xcskjjYJsNJspz6D3SCudWSEJ8U435kLXvpump,3191388661370,6,2136.3,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
23PPhg5yY9a3FezHPuh2SNAj4qeSN5LYmWDYMM2h9kJRFgXdUHFxyixmTyibto3fVHJPm14gvVWFZZ4cxcxzHgkZ,1735909034,2025-01-03T12:57:14.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5050000000,6,So11111111111111111111111111111111111111112,23669222977,9,5056.46,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
WRurUGtWVXrX4fkjS9Ce67RRCepCrKpQp7ULd2hscKPNqg9A4dYwT116QgfteXtk1Rt7XQnS1PkJ9WRuZYXdxVN,1735864669,2025-01-03T00:37:49.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,36315000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,7524849571,6,7524.85,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
4TDKBXr72apNHcf3Ms8fPomwoKj8CZysjSgYCQak1tVEah6VbZTVXCM8KRGPQCk69WX5BFAgVM3zVnQYYeCYV2Xk,1735776279,2025-01-02T00:04:39.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,5700000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1104079305,6,1104.08,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,opnb2LAfJYbRMAHHvqjCwQxanZn7ReEHp1k81EohpZb|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,1.0,1.0
5jXW5LurChMJRtMVh1o9q3mQPsZptgAEsAGTrii2WgaeeJeJUPtdWJ3ykLjhoBcwwApKxPeNKr1LHnNwn5sMmCf4,1735776221,2025-01-02T00:03:41.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,CefZxozhhxK88XPJoeWBczYSaBPd35tsKnziTH6Cpump,135160285769,6,So11111111111111111111111111111111111111112,4899738383,9,949.72,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3QomcjMoFr3pSRyaGeQn9RAzTaVLsaL991aMdHfTQF9S6oVbDoREmzLRFWfycwfPcDrE4B3VEWq8AxQULJTm7CX2,1735764368,2025-01-01T20:46:08.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,20670000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4006255368,6,4006.26,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ,1.0,1.0
5DgwcS8qBGMdRmS82SJqtPQni8YufguKNRGEHNP9x3jynWZExY8Q1NhTLQRas5kqShgjsDSB3rrEyWbMpT8KJfoS,1735758125,2025-01-01T19:02:05.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,5000000000,9,CefZxozhhxK88XPJoeWBczYSaBPd35tsKnziTH6Cpump,135160285769,6,956.25,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
