Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources,Token1Multiplier,Token2Multiplier
2w6PreChFcKDCn6mqvXqyvThZSS8GuKmKkQgkud4oHDd2y5NEfXE3ijJUBTfyv76Tu8uVgqzazSLWtCVmfPRHbcP,1736559521,2025-01-11T01:38:41.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,cBSqwLyRtgfLUGGyg87eQLET7YtTGsFWgnymXyHpump,1000000000000000,6,,0,0,-1,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
2w6PreChFcKDCn6mqvXqyvThZSS8GuKmKkQgkud4oHDd2y5NEfXE3ijJUBTfyv76Tu8uVgqzazSLWtCVmfPRHbcP,1736559521,2025-01-11T01:38:41.000Z,ACTIVITY_SPL_INIT_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,cBSqwLyRtgfLUGGyg87eQLET7YtTGsFWgnymXyHpump,0,6,,0,0,-1,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
5gv6NkCtWqU95KmcSsr9nnYZ3sFRaipqRjAsneeVAvcBXvhqph7pgFAdRYgjsa6h3txY5RbXrqPg3RBdpWPKDmFk,1736559260,2025-01-11T01:34:20.000Z,ACTIVITY_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,5nYARa2vZY4NtqwryYtE2JUebTMEr5YecJszUnajpump,3637044000000,6,So11111111111111111111111111111111111111111,121585741,9,22.74,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
34jwYRxRJSKDesAxhZxymbs8Y76HFAWcuMHqj2pEYAQ6xbHtQXQPEpJJ983c8NdPuzSbEGwZiA1taf4czFakK9X1,1736559228,2025-01-11T01:33:48.000Z,ACTIVITY_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,5nYARa2vZY4NtqwryYtE2JUebTMEr5YecJszUnajpump,3637043000000,6,So11111111111111111111111111111111111111111,258990748,9,48.44,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
5mvE2YKejjNniqZhqddAziqVo3zDshGcNp2W5CHTATmNsqgj4bhAyQtkeeQNPXCnQi8U4sr2ZHpsJ4r19WpohyLa,1736559212,2025-01-11T01:33:32.000Z,ACTIVITY_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111111,505135528,9,5nYARa2vZY4NtqwryYtE2JUebTMEr5YecJszUnajpump,7274087032651,6,94.48,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3mP64UB38RetE2mU8SZVQqydtr8XGX5UMDzPH4pFJpdxYB1G97qyzxYqRDFDhPYLP6BohxzAJFQuYN85qKp3H694,1736558894,2025-01-11T01:28:14.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,AtpUocL94CzYR1tZouFpo76QeGsUMH7kSqicaTNy7Lvz,5389,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
3mP64UB38RetE2mU8SZVQqydtr8XGX5UMDzPH4pFJpdxYB1G97qyzxYqRDFDhPYLP6BohxzAJFQuYN85qKp3H694,1736558894,2025-01-11T01:28:14.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,200000000,6,So11111111111111111111111111111111111111112,1069885164,9,200.48,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c,1.0,1.0
KN1UT8KUkRSjXnHNhj3ntk7Bfcs9ByBxn2HXczM2YuSgcmoUjLdaa3LvAhiBpKrzD87L4hti35bwpHWmVMm1qqa,1736546872,2025-01-10T22:07:52.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,5852840000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1096426458,6,1096.43,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
31uzn8G2KGqS7ZuMnE7YZqKViRPFEa7oDrzyG6aR5Sz4vGkm4H2qURiBub7MuBgFxk4n2oN28UBRSCWLcQwH65HD,1736546834,2025-01-10T22:07:14.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,4dqYzXnTfNrbwMdJ6uum2FbPC1LkmHtSAbXmh2pfpump,172135675986,6,So11111111111111111111111111111111111111112,5873578619,9,1102.94,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
5Fhw14BKt7CKPMmd1S1GNiP6wnyL29ULA8nDKWHXLE94p7RuZTxToiLSpBKQ5BWDYrSwJQ8MNZ6jV9Y1NDzEjXs4,1736459560,2025-01-09T21:52:40.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4901958564,6,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,4902468269,6,4902.47,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ,1.0,1.0
5rTEw8G4WqL3xhAjhkwwdyEoDc8krnXdtFsVqKvVJgrVxCd9bNHf6wLScoyYHkcaC7ZFETKQY9STfbr8DubVKKy1,1736456930,2025-01-09T21:08:50.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,3m7cEgx6iRtWvpek83C99nTbuyhqHaJuULYViY3tpump,248914182268,6,So11111111111111111111111111111111111111112,16267713,9,3.0263,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3QpuiYCLqTWgsKe7zUdaGXXG9rsLV55iCdGK51LqHteCz2onoa1UeeaGVw339j7ekNgrkkp4U1zk3adaXjCMLuvc,1736456891,2025-01-09T21:08:11.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,6332872198,9,4dqYzXnTfNrbwMdJ6uum2FbPC1LkmHtSAbXmh2pfpump,344271351972,6,1178.1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,1.0,1.0
5ZVpMoEXWXAD27a23V8UikWCmvjG8suvKhPDdxvNAx65Qy6A5Y9fbNXiUGdFJqMuv94reidtzCaWCKKigw9iH5e5,1736371823,2025-01-08T21:30:23.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,HUKV99RUMeyVchf8PSTNKNJbgbRY8ZKqbPJVbsV8tys5,175350,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
5ZVpMoEXWXAD27a23V8UikWCmvjG8suvKhPDdxvNAx65Qy6A5Y9fbNXiUGdFJqMuv94reidtzCaWCKKigw9iH5e5,1736371823,2025-01-08T21:30:23.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,4SW3eT6jKNcyVU9JVsKuVaRmFmvARaKT9b7j25RcGSg7,623518,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
5ZVpMoEXWXAD27a23V8UikWCmvjG8suvKhPDdxvNAx65Qy6A5Y9fbNXiUGdFJqMuv94reidtzCaWCKKigw9iH5e5,1736371823,2025-01-08T21:30:23.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,816143294,6,So11111111111111111111111111111111111111112,4199723384,9,820.71,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
2KSJuZDp4b39Jt86QnCYmZsn1FK3GX1nvYmB87gC3rcxKtr3dCoTpV4RPnhmoPwnFMxx2FJ8TmdbUYzE8YsEFnK,1736342143,2025-01-08T13:15:43.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,1000000000,9,1ooTWyFaUXxAy73HFTRQpg5nVv1mzEuF4gHXXKtpump,99165403929,6,196.78,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
35WiGRaK2XKieSdBauwHNQzGawhp17T26WJAuhU6HsKJeqKkw8HYGdCjEcJc4VDWdc37XFiEB8vqaVDHA1Zbi99K,1736342023,2025-01-08T13:13:43.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,1ooTWyFaUXxAy73HFTRQpg5nVv1mzEuF4gHXXKtpump,278101472949,6,So11111111111111111111111111111111111111112,2742249223,9,539.62,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
2xdfsw4QgRUS9G8RCHMHJP5YbE8UqjjyQG8tYx7UT4WvYXTrTr1Q9RgwXqFu6JjefvCFQCBM293ctX9skM87x16N,1736301232,2025-01-08T01:53:52.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,2200000000,9,1ooTWyFaUXxAy73HFTRQpg5nVv1mzEuF4gHXXKtpump,556202945898,6,440.29,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
c6MpijZvBmgovLfkgSshu58rhyKF7UqVvy81zksYK4EhamUey1fiFGCo3kLQgK2HPC31JAdhEq65CriNE7fCE3Z,1736301026,2025-01-08T01:50:26.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,1ooTWyFaUXxAy73HFTRQpg5nVv1mzEuF4gHXXKtpump,517245090888,6,So11111111111111111111111111111111111111112,2118893545,9,424.86,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
4yeCk3rbwbbhEgAdJw9gH2hH1unhY4JgPMquCi3BCGU4Q3mhYY9cLmf2ZJu7AYtszLLowLQumxiv3F94Pgpovesx,1736278707,2025-01-07T19:38:27.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,4900000000,9,1ooTWyFaUXxAy73HFTRQpg5nVv1mzEuF4gHXXKtpump,517245090888,6,1002.69,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
5RGXdEwfBkGwyAfHzvuv98iUf1X3PEirxpmU49HzwWBXKTBgzxbjNXA8ZXcQSCy8S7ZabFAsdtdZ2GWrVfRWWSp6,1736183612,2025-01-06T17:13:32.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EJhqXKJEncSx1HJjS5ZpKdiKGGgLiRgNPvo8JZvw5Guj,31895,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
5RGXdEwfBkGwyAfHzvuv98iUf1X3PEirxpmU49HzwWBXKTBgzxbjNXA8ZXcQSCy8S7ZabFAsdtdZ2GWrVfRWWSp6,1736183612,2025-01-06T17:13:32.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1400000000,6,So11111111111111111111111111111111111111112,6347057438,9,1398.7,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,MERLuDFBMmsHnsBPZw2sDQZHvXFMwp8EdjudcU2HKky|swapFpHZwjELNnjvThjajtiVmkz3yPQEHjLtka2fwHW|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c,1.0,1.0
2b5AaGm6oxQiuvqi3n2RhGPKmRWhLCZ9oRqj7h8wqoCUVMNSx5djgNz1rZGp9Th6VLixdLeHKFkbCHqEcwmQn6Fk,1736182488,2025-01-06T16:54:48.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,5FrD5jS1gHqNeNGCB9JEcDGAiwsinpfq1gcN4Mkupump,1145679269472,6,So11111111111111111111111111111111111111112,2593040165,9,574.23,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3MwCYw5qBiEa7eGCyH6ib49putN31FzW3H5o9Q3w7qEKCqoVHdgLTUmk7pdoUENz6RpKAML3bagbem6dnQiYToMn,1736126442,2025-01-06T01:20:42.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,4800000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1015678281,6,1015.68,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
4ZKCt3GCbNqsqNPrU6JHGvS3CT8dw5WjBZJjhPTLvippbZPu4qe2rC2L3oV66mhsFLHBzrjbLrHocPrsEfTza7re,1736114762,2025-01-05T22:06:02.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,2500000000,9,3m7cEgx6iRtWvpek83C99nTbuyhqHaJuULYViY3tpump,497828364536,6,534.3,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3aKVbpRrLGDssDjiunyXbMSG8F4y8m9VdVxDCYvC8AxcDemf33jcAkQzCbHWQK6T5dKqDETgTNsjEQueWRerBz8h,1736114729,2025-01-05T22:05:29.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1500000000,6,So11111111111111111111111111111111111111112,7018640819,9,1500.02,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
33ihesTgGyM6sgEjKb6qLt6c8BZmYPkkLQUYN82LU2ZnReafezsLNBQuHBYz7mQCee2dRf2aGUaCf42yhYGVrBPX,1736112570,2025-01-05T21:29:30.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,4700000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1002477848,6,1002.48,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
5JxAJVUS9nKbYX4AuQt2XsA7AhZg6PBL96hQgTzEMAyavPkGvUfY6rx45s811ZrSUBaayQfnXbx6CW5zM9TGx39k,1736111434,2025-01-05T21:10:34.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,470000000,6,So11111111111111111111111111111111111111112,2205131579,9,469.89,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
578HRm8GHScxyRj84e2ShKbM7he7dek34rVQfbsprjni41yVWmve2uNHRQo1UsniKN85EiB1uxmPCUfCDgkyexe5,1736111055,2025-01-05T21:04:15.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,FdzVFSP9KX58GzpJywdqhAmADr3XTEypawHyenShpump,268780575218,6,So11111111111111111111111111111111111111112,1804236395,9,384.25,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
469A7q4DGz2jhJefBFjEsyATS9189qqr3MEcbgQstCwSFgV7PnuGJmQ5nFSLUBz4Xy2MXeGuiE9zZgpst3qCcwnH,1736111002,2025-01-05T21:03:22.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,4000000000,9,5FrD5jS1gHqNeNGCB9JEcDGAiwsinpfq1gcN4Mkupump,1145679269472,6,851.88,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
4C43xPp2m5sjMx6rrqJgnC6eBzVd3XGL25oZErtS3ZqzBrYLjBYuEp6dYLHb2VXaxEd1DJsXruXkjQiPQtyiGNT2,1736110990,2025-01-05T21:03:10.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,2000000000,9,FdzVFSP9KX58GzpJywdqhAmADr3XTEypawHyenShpump,268780575218,6,425.36,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3eYn7TFFq4X38RDbcMpcAbesHVwWXB1Qr66bWsimWCAdo4eftrPMjGNLski1kfF4QvoiZ45eBDd4qtESySK5TFAz,1736025436,2025-01-04T21:17:16.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,6zCZ17UYZmNjsfCc87pw2RpkxMEucHX1nks22KrHGhre,25116,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
3eYn7TFFq4X38RDbcMpcAbesHVwWXB1Qr66bWsimWCAdo4eftrPMjGNLski1kfF4QvoiZ45eBDd4qtESySK5TFAz,1736025436,2025-01-04T21:17:16.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1400000000,6,So11111111111111111111111111111111111111112,6480371596,9,1400.93,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c,1.0,1.0
q2DQ4nGxGWDZdSxLXTGwYRHUf4J2fErfw3tsvnRDR62Db6gXL7jn69fpWBWvUayrgCDD3DKQ6rJfG1X8qDXkucz,1735983627,2025-01-04T09:40:27.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,Cas7mdvJurYRD7gRa4pjXCYVngyuwBbmArVnxrUzX4JZ,38698,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
q2DQ4nGxGWDZdSxLXTGwYRHUf4J2fErfw3tsvnRDR62Db6gXL7jn69fpWBWvUayrgCDD3DKQ6rJfG1X8qDXkucz,1735983627,2025-01-04T09:40:27.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,5720000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1232392643,6,1232.39,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ,1.0,1.0
3K8VjU2U34E9DLKGk4b5n4QFL5sg2urBJ4cK481AfN7tHopx3A52pJUnGxadp3nRD58XLCLgV7gvVzeSWy3f2BV6,1735983568,2025-01-04T09:39:28.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,5XUUN5z1yBPEwoLztu4qMenmFe6GQnZptBFsnFnEpump,362087014001,6,So11111111111111111111111111111111111111112,5741330697,9,1240.99,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
5ubmLSB91eXBPJjU1iLJxYreN5NnhFFug5Amd21qS1JQjhVWyipjh7Pr9jJVJPkUheg6SnSMKeADWyt9ezsd4Acc,1735983090,2025-01-04T09:31:30.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,5780000000,9,5XUUN5z1yBPEwoLztu4qMenmFe6GQnZptBFsnFnEpump,362087014001,6,1248.94,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3wbHii6GckSGkbQGrEc68fjkGcLnibUaeYsYcf3XjhHfg82Egqk7rE2tsJ6obkoM754FccLaRsJRaocGoHUYHCU7,1735983074,2025-01-04T09:31:14.000Z,ACTIVITY_SPL_MINT,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,YVSaKfvkYT4SnGdUpXpGJ6EdnSTo1wsJue9xAi92DE6,45316,9,,0,0,-1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,1.0,1.0
3wbHii6GckSGkbQGrEc68fjkGcLnibUaeYsYcf3XjhHfg82Egqk7rE2tsJ6obkoM754FccLaRsJRaocGoHUYHCU7,1735983074,2025-01-04T09:31:14.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1250000000,6,So11111111111111111111111111111111111111112,5778891999,9,1248.7,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
3g8phrnoNvKyPiR3DdA3UoNENR17g2NN8Ma8Mqz7GpkbzRTK11SjMnzXGdHwiRUVs91X5da3L5AVBTLFYVS5pj2n,1735932171,2025-01-03T19:22:51.000Z,ACTIVITY_AGG_TOKEN_SWAP,GkrHWH16iawPbwUUTZYtgMV6VosYDVFY11Pt7AGvutAT,So11111111111111111111111111111111111111112,2400000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,522835115,6,522.84,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe,1.0,1.0
